,Unnamed: 0.1,Unnamed: 0,class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,sciname,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
4361,4361,4361,Aves,Passeriformes,Meliphagidae,Certhionyx,variegatus,-999,Pied Honeyeater,-999.0,2.5,-999.0,25.9,-999.0,-999.0,-999.0,-999.0,-999.0,3.09,-999.0,-999.0,-999.0,-999.0,-999.0,25.1,27.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Certhionyx variegatus,93943600,22703925,Certhionyx variegatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Certhionyx,variegatus,,,,"Lesson, 1830",Least Concern,,3.1,Stable,Global
4362,4362,4362,Aves,Passeriformes,Meliphagidae,Cissomela,pectoralis,-999,Banded Honeyeater,-999.0,2.0,-999.0,10.075,-999.0,-999.0,-999.0,-999.0,-999.0,1.13,-999.0,-999.0,-999.0,-999.0,-999.0,9.0,10.3,10.35,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cissomela pectoralis,93943194,22703913,Cissomela pectoralis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Cissomela,pectoralis,,,,"(Gould, 1841)",Least Concern,,3.1,Stable,Global
4363,4363,4363,Aves,Passeriformes,Meliphagidae,Conopophila,albogularis,-999,Rufous-banded Honeyeater,-999.0,2.07,-999.0,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,1.59,-999.0,-999.0,-999.0,-999.0,-999.0,11.2,11.9,11.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Conopophila albogularis,118659248,22704403,Conopophila albogularis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Conopophila,albogularis,,,,"(Gould, 1843)",Least Concern,,3.1,Stable,Global
4364,4364,4364,Aves,Passeriformes,Meliphagidae,Conopophila,rufogularis,-999,Rufous-throated Honeyeater,-999.0,2.45,-999.0,10.8,-999.0,-999.0,-999.0,-999.0,-999.0,1.56,-999.0,-999.0,-999.0,-999.0,-999.0,10.6,11.0,10.925,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Conopophila rufogularis,93966644,22704406,Conopophila rufogularis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Conopophila,rufogularis,,,,"(Gould, 1843)",Least Concern,,3.1,Stable,Global
4365,4365,4365,Aves,Passeriformes,Meliphagidae,Conopophila,whitei,-999,Grey Honeyeater,-999.0,2.0,-999.0,9.8,-999.0,-999.0,-999.0,-999.0,-999.0,1.4,-999.0,-999.0,-999.0,-999.0,-999.0,10.2,9.6,9.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Conopophila whitei,93966819,22704409,Conopophila whitei,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Conopophila,whitei,,,,"(North, 1910)",Least Concern,,3.1,Decreasing,Global
4366,4366,4366,Aves,Passeriformes,Meliphagidae,Entomyzon,cyanotis,-999,Blue-faced Honeyeater,-999.0,2.28,-999.0,101.425,-999.0,-999.0,-999.0,-999.0,-999.0,7.455,-999.0,-999.0,-999.0,-999.0,-999.0,97.2,114.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Entomyzon cyanotis,93968048,103685011,Entomyzon cyanotis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Entomyzon,cyanotis,,,,"(Latham, 1801)",Least Concern,,3.1,Stable,Global
4367,4367,4367,Aves,Passeriformes,Meliphagidae,Epthianura,albifrons,-999,White-fronted Chat,-999.0,3.0,-999.0,13.3,-999.0,-999.0,-999.0,-999.0,-999.0,1.65,-999.0,-999.0,-999.0,-999.0,-999.0,13.2,13.3,13.65,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Epthianura albifrons,93971051,22704484,Epthianura albifrons,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Epthianura,albifrons,,,,"(Jardine & Selby, 1828)",Least Concern,,3.1,Increasing,Global
4368,4368,4368,Aves,Passeriformes,Meliphagidae,Epthianura,aurifrons,-999,Orange Chat,-999.0,2.64,-999.0,10.5,-999.0,-999.0,-999.0,-999.0,-999.0,1.56,-999.0,-999.0,-999.0,-999.0,-999.0,10.3,10.6,10.625,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Epthianura aurifrons,93970653,22704478,Epthianura aurifrons,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Epthianura,aurifrons,,,,"Gould, 1838",Least Concern,,3.1,Stable,Global
4369,4369,4369,Aves,Passeriformes,Meliphagidae,Epthianura,crocea,-999,Yellow Chat,-999.0,3.0,-999.0,9.2,-999.0,-999.0,-999.0,-999.0,-999.0,1.13,-999.0,-999.0,-999.0,-999.0,-999.0,9.1,9.3,9.15,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Epthianura crocea,93970838,22704481,Epthianura crocea,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Epthianura,crocea,,,,"Castelnau & Ramsay, 1877",Least Concern,,3.1,Unknown,Global
4370,4370,4370,Aves,Passeriformes,Meliphagidae,Epthianura,tricolor,-999,Crimson Chat,-999.0,3.165,-999.0,10.7,-999.0,-999.0,-999.0,-999.0,-999.0,1.4,-999.0,-999.0,-999.0,-999.0,-999.0,10.6,10.8,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Epthianura tricolor,110986238,22704475,Epthianura tricolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Epthianura,tricolor,,,,"Gould, 1841",Least Concern,,3.1,Stable,Global
4372,4372,4372,Aves,Passeriformes,Meliphagidae,Gavicalis,fasciogularis,-999,Mangrove Honeyeater,-999.0,2.0,-999.0,26.425,-999.0,-999.0,-999.0,-999.0,-999.0,3.06,-999.0,-999.0,-999.0,-999.0,-999.0,25.5,28.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Gavicalis fasciogularis,130248519,22704058,Gavicalis fasciogularis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Gavicalis,fasciogularis,,,,"(Gould, 1854)",Least Concern,,3.1,Increasing,Global
4373,4373,4373,Aves,Passeriformes,Meliphagidae,Gavicalis,versicolor,-999,Varied Honeyeater,-999.0,2.0,-999.0,34.825,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,32.8,35.5,41.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Gavicalis versicolor,93950328,22704055,Gavicalis versicolor,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Gavicalis,versicolor,,,,"(Gould, 1843)",Least Concern,,3.1,Stable,Global
4374,4374,4374,Aves,Passeriformes,Meliphagidae,Gavicalis,virescens,-999,Singing Honeyeater,-999.0,2.145,-999.0,24.0,5.416666667,-999.0,-999.0,-999.0,-999.0,2.98,-999.0,-999.0,5.416666667,-999.0,-999.0,22.85,25.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Gavicalis virescens,93950664,22704061,Gavicalis virescens,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Gavicalis,virescens,,,,"(Vieillot, 1817)",Least Concern,,3.1,Increasing,Global
4375,4375,4375,Aves,Passeriformes,Meliphagidae,Gliciphila,melanops,-999,Tawny-crowned Honeyeater,-999.0,2.0,-999.0,18.25,-999.0,-999.0,-999.0,-999.0,-999.0,2.64,-999.0,-999.0,-999.0,-999.0,-999.0,17.2,19.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Gliciphila melanops,93965646,22704388,Gliciphila melanops,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Gliciphila,melanops,,,,"(Latham, 1801)",Least Concern,,3.1,Decreasing,Global
4376,4376,4376,Aves,Passeriformes,Meliphagidae,Glycichaera,fallax,-999,Green-backed Honeyeater,-999.0,-999.0,-999.0,11.1,-999.0,-999.0,-999.0,-999.0,-999.0,2.06,-999.0,-999.0,-999.0,-999.0,-999.0,10.0,9.8,12.35,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Glycichaera fallax,130242541,22703940,Glycichaera fallax,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Glycichaera,fallax,,,,"Salvadori, 1878",Least Concern,,3.1,Stable,Global
4377,4377,4377,Aves,Passeriformes,Meliphagidae,Grantiella,picta,-999,Painted Honeyeater,-999.0,2.0,-999.0,20.95,-999.0,-999.0,-999.0,-999.0,-999.0,2.18,-999.0,-999.0,-999.0,-999.0,-999.0,18.0,22.8,21.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Grantiella picta,93966989,22704412,Grantiella picta,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Grantiella,picta,,,,"(Gould, 1838)",Vulnerable,C1,3.1,Decreasing,Global
4378,4378,4378,Aves,Passeriformes,Meliphagidae,Guadalcanaria,inexpectata,-999,Guadalcanal Honeyeater,-999.0,-999.0,-999.0,43.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,40.55,45.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Guadalcanaria inexpectata,93949008,22704027,Guadalcanaria inexpectata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Guadalcanaria,inexpectata,,,,"(Hartert, 1929)",Least Concern,,3.1,Decreasing,Global
4379,4379,4379,Aves,Passeriformes,Meliphagidae,Gymnomyza,aubryana,-999,Crow Honeyeater,-999.0,-999.0,-999.0,200.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,155.75,245.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Gymnomyza aubryana,130989260,22704320,Gymnomyza aubryana,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Gymnomyza,aubryana,,,,"(Verreaux & Des Murs, 1860)",Critically Endangered,C2a(ii),3.1,Decreasing,Global
4380,4380,4380,Aves,Passeriformes,Meliphagidae,Lichenostomus,cratitius,-999,Purple-gaped Honeyeater,-999.0,2.0,-999.0,20.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18.9,21.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Lichenostomus cratitius,93951785,22704079,Lichenostomus cratitius,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Lichenostomus,cratitius,,,,"(Gould, 1841)",Least Concern,,3.1,Decreasing,Global
4381,4381,4381,Aves,Passeriformes,Meliphagidae,Lichenostomus,melanops,-999,Yellow-tufted Honeyeater,-999.0,2.0,-999.0,31.85,11.08333333,-999.0,-999.0,-999.0,-999.0,3.14,-999.0,-999.0,11.08333333,-999.0,-999.0,30.6,34.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Lichenostomus melanops,93951572,22704076,Lichenostomus melanops,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Lichenostomus,melanops,,,,"(Latham, 1801)",Least Concern,,3.1,Decreasing,Global
4382,4382,4382,Aves,Passeriformes,Meliphagidae,Lichmera,alboauricularis,-999,Silver-eared Honeyeater,-999.0,-999.0,-999.0,13.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,13.4,16.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Lichmera alboauricularis,93945640,22703963,Lichmera alboauricularis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Lichmera,alboauricularis,,,,"(Ramsay, 1879)",Least Concern,,3.1,Unknown,Global
4383,4383,4383,Aves,Passeriformes,Meliphagidae,Lichmera,argentauris,-999,Olive Honeyeater,-999.0,-999.0,-999.0,13.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,12.5,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Lichmera argentauris,93944745,22703946,Lichmera argentauris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Lichmera,argentauris,,,,"(Finsch, 1870)",Least Concern,,3.1,Unknown,Global
4384,4384,4384,Aves,Passeriformes,Meliphagidae,Lichmera,deningeri,-999,Buru Honeyeater,-999.0,-999.0,-999.0,16.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.0,18.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Lichmera deningeri,93945815,22703966,Lichmera deningeri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Lichmera,deningeri,,,,"(Stresemann, 1912)",Least Concern,,3.1,Unknown,Global
4386,4386,4386,Aves,Passeriformes,Meliphagidae,Lichmera,indistincta,-999,Brown Honeyeater,-999.0,1.96,-999.0,10.8,-999.0,-999.0,-999.0,-999.0,-999.0,1.42,-999.0,-999.0,-999.0,-999.0,-999.0,9.8,11.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Lichmera indistincta,93945076,103684809,Lichmera indistincta,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Lichmera,indistincta,,,,"(Vigors &amp; Horsfield, 1827)",Least Concern,,3.1,Decreasing,Global
4387,4387,4387,Aves,Passeriformes,Meliphagidae,Macgregoria,pulchra,-999,MacGregor's Honeyeater,-999.0,-999.0,-999.0,227.25,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,198.25,257.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Macgregoria pulchra,156120711,22706104,Macgregoria pulchra,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Macgregoria,pulchra,,,,"De Vis, 1897",Vulnerable,B2ab(v); C2a(i),3.1,Decreasing,Global
4388,4388,4388,Aves,Passeriformes,Meliphagidae,Manorina,flavigula,-999,Yellow-throated Miner,-999.0,2.925,-999.0,52.6,9.5,-999.0,-999.0,-999.0,-999.0,4.87,-999.0,-999.0,9.5,-999.0,-999.0,50.975,59.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Manorina flavigula,93968643,22704436,Manorina flavigula,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Manorina,flavigula,,,,"(Gould, 1840)",Least Concern,,3.1,Stable,Global
4389,4389,4389,Aves,Passeriformes,Meliphagidae,Manorina,melanocephala,-999,Noisy Miner,-999.0,2.85,-999.0,60.575,8.166666667,-999.0,-999.0,-999.0,-999.0,5.35,-999.0,-999.0,8.166666667,-999.0,-999.0,58.775,63.4,61.44,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Manorina melanocephala,132071923,22704433,Manorina melanocephala,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Manorina,melanocephala,,,,"(Latham, 1801)",Least Concern,,3.1,Increasing,Global
4390,4390,4390,Aves,Passeriformes,Meliphagidae,Manorina,melanophrys,-999,Bell Miner,-999.0,2.0,-999.0,29.725,-999.0,-999.0,-999.0,-999.0,-999.0,3.15,-999.0,-999.0,-999.0,-999.0,-999.0,28.6,32.3,25.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Manorina melanophrys,93968246,22704430,Manorina melanophrys,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Manorina,melanophrys,,,,"(Latham, 1801)",Least Concern,,3.1,Decreasing,Global
4392,4392,4392,Aves,Passeriformes,Meliphagidae,Melidectes,belfordi,-999,Belford's Melidectes,-999.0,-999.0,-999.0,82.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,63.325,85.1,82.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Melidectes belfordi,130259376,22704276,Melidectes belfordi,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Melidectes,belfordi,,,,"(De Vis, 1890)",Least Concern,,3.1,Decreasing,Global
4393,4393,4393,Aves,Passeriformes,Meliphagidae,Melidectes,foersteri,-999,Huon Melidectes,-999.0,-999.0,-999.0,82.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,63.325,85.1,82.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Melidectes foersteri,130260339,22704284,Melidectes foersteri,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Melidectes,foersteri,,,,"(Rothschild & Hartert, 1911)",Least Concern,,3.1,Stable,Global
4394,4394,4394,Aves,Passeriformes,Meliphagidae,Melidectes,leucostephes,-999,Vogelkop Melidectes,-999.0,-999.0,-999.0,71.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,71.15,80.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Melidectes leucostephes,130259118,22704272,Melidectes leucostephes,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Melidectes,leucostephes,,,,"(Meyer, 1875)",Least Concern,,3.1,Stable,Global
4396,4396,4396,Aves,Passeriformes,Meliphagidae,Melidectes,rufocrissalis,-999,Yellow-browed Melidectes,-999.0,-999.0,-999.0,81.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,63.575,84.125,82.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Melidectes rufocrissalis,130259657,22704280,Melidectes rufocrissalis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Melidectes,rufocrissalis,,,,"(Reichenow, 1915)",Least Concern,,3.1,Decreasing,Global
4397,4397,4397,Aves,Passeriformes,Meliphagidae,Melidectes,torquatus,-999,Ornate Melidectes,-999.0,-999.0,-999.0,49.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,39.3,50.0,50.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Melidectes torquatus,130260589,22704288,Melidectes torquatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Melidectes,torquatus,,,,"Sclater, 1873",Least Concern,,3.1,Increasing,Global
4398,4398,4398,Aves,Passeriformes,Meliphagidae,Melilestes,megarhynchus,-999,Long-billed Honeyeater,-999.0,-999.0,-999.0,42.95,7.25,-999.0,-999.0,-999.0,-999.0,4.58,-999.0,-999.0,7.25,-999.0,-999.0,41.7,46.425,44.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Melilestes megarhynchus,130242300,22703934,Melilestes megarhynchus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Melilestes,megarhynchus,,,,"(Gray, 1858)",Least Concern,,3.1,Stable,Global
4399,4399,4399,Aves,Passeriformes,Meliphagidae,Meliphaga,aruensis,-999,Puff-backed Honeyeater,-999.0,1.4,-999.0,25.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.05,-999.0,-999.0,-999.0,-999.0,-999.0,24.75,27.825,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Meliphaga aruensis,130244849,22703996,Meliphaga aruensis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Meliphaga,aruensis,,,,"(Sharpe, 1884)",Least Concern,,3.1,Decreasing,Global
4400,4400,4400,Aves,Passeriformes,Meliphagidae,Meliphaga,lewinii,-999,Lewin's Honeyeater,-999.0,2.075,-999.0,34.4,12.41666667,-999.0,-999.0,-999.0,-999.0,4.22,-999.0,-999.0,12.41666667,-999.0,-999.0,32.25,36.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Meliphaga lewinii,130247460,22704016,Meliphaga lewinii,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Meliphaga,lewinii,,,,"(Swainson, 1837)",Least Concern,,3.1,Decreasing,Global
4401,4401,4401,Aves,Passeriformes,Meliphagidae,Meliphaga,notata,-999,Yellow-spotted Honeyeater,-999.0,2.02,-999.0,26.325,8.5,-999.0,-999.0,-999.0,-999.0,3.18,-999.0,-999.0,8.5,-999.0,-999.0,25.6,26.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Meliphaga notata,93948111,22704010,Meliphaga notata,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Meliphaga,notata,,,,"(Gould, 1867)",Least Concern,,3.1,Stable,Global
4403,4403,4403,Aves,Passeriformes,Meliphagidae,Melithreptus,affinis,-999,Black-headed Honeyeater,-999.0,3.0,-999.0,15.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.07,-999.0,-999.0,-999.0,-999.0,-999.0,15.1,15.7,14.825,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Melithreptus affinis,93954393,22704132,Melithreptus affinis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Melithreptus,affinis,,,,"(Lesson, 1839)",Least Concern,,3.1,Decreasing,Global
4404,4404,4404,Aves,Passeriformes,Meliphagidae,Melithreptus,albogularis,-999,White-throated Honeyeater,-999.0,2.0,-999.0,10.9,-999.0,-999.0,-999.0,-999.0,-999.0,1.77,-999.0,-999.0,-999.0,-999.0,-999.0,10.5,11.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Melithreptus albogularis,93954575,22704135,Melithreptus albogularis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Melithreptus,albogularis,,,,"Gould, 1848",Least Concern,,3.1,Decreasing,Global
4405,4405,4405,Aves,Passeriformes,Meliphagidae,Melithreptus,brevirostris,-999,Brown-headed Honeyeater,-999.0,3.0,-999.0,12.825,7.5,-999.0,-999.0,-999.0,-999.0,1.725,-999.0,-999.0,7.5,-999.0,-999.0,13.3,12.5,12.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Melithreptus brevirostris,130255796,22704151,Melithreptus brevirostris,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Melithreptus,brevirostris,,,,"(Vigors & Horsfield, 1827)",Least Concern,,3.1,Stable,Global
4406,4406,4406,Aves,Passeriformes,Meliphagidae,Melithreptus,chloropsis,-999,Swan River Honeyeater,-999.0,2.535,-999.0,13.85,11.0,-999.0,-999.0,-999.0,-999.0,1.9,-999.0,-999.0,11.0,-999.0,-999.0,13.25,15.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Melithreptus chloropsis,112476438,103685491,Melithreptus chloropsis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Melithreptus,chloropsis,,,,"Gould, 1848",Least Concern,,3.1,Stable,Global
4407,4407,4407,Aves,Passeriformes,Meliphagidae,Melithreptus,gularis,-999,Black-chinned Honeyeater,-999.0,2.45,-999.0,19.5,10.0,-999.0,-999.0,-999.0,-999.0,2.59,-999.0,-999.0,10.0,-999.0,-999.0,19.7,18.2,19.4625,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Melithreptus gularis,118654161,22704143,Melithreptus gularis,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Melithreptus,gularis,,,,"(Gould, 1837)",Least Concern,,3.1,Stable,Global
4408,4408,4408,Aves,Passeriformes,Meliphagidae,Melithreptus,lunatus,-999,White-naped Honeyeater,-999.0,2.535,-999.0,13.85,11.0,-999.0,-999.0,-999.0,-999.0,1.9,-999.0,-999.0,11.0,-999.0,-999.0,13.25,15.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Melithreptus lunatus,93954156,103685459,Melithreptus lunatus,ANIMALIA,CHORDATA,PASSERIFORMES,AVES,MELIPHAGIDAE,Melithreptus,lunatus,,,,"(Vieillot, 1802)",Least Concern,,3.1,Stable,Global
